date,continent,actual,forecast,error
2024-01-01,TOTAL,163598.0,132535.84455182112,31062.155448178877
2024-02-01,TOTAL,170305.0,138608.67694542976,31696.32305457024
2024-03-01,TOTAL,157683.0,133144.96353371863,24538.036466281366
2024-04-01,TOTAL,102172.0,102560.87887747405,-388.8788774740533
2024-05-01,TOTAL,84116.0,79394.00034959213,4721.999650407874
2024-06-01,TOTAL,82402.0,82091.57163736242,310.42836263758363
2024-07-01,TOTAL,108089.0,96243.70382087909,11845.296179120909
2024-08-01,TOTAL,91504.0,93475.76818806778,-1971.7681880677846
2024-09-01,TOTAL,116003.0,88552.6613501751,27450.338649824902
2024-10-01,TOTAL,130985.0,98511.73200276424,32473.26799723576
2024-11-01,TOTAL,145148.0,107004.80231073337,38143.19768926663
2024-12-01,TOTAL,176121.0,133609.9195563179,42511.08044368209
2024-01-01,Africa,303.0,589.3331077515866,-286.33310775158657
2024-02-01,Africa,446.0,371.662234709127,74.337765290873
2024-03-01,Africa,337.0,405.6283848987173,-68.62838489871729
2024-04-01,Africa,402.0,176.51434651263224,225.48565348736776
2024-05-01,Africa,397.0,145.52611399317593,251.47388600682407
2024-06-01,Africa,225.0,98.37614782729281,126.62385217270719
2024-07-01,Africa,259.0,265.03079153625424,-6.030791536254242
2024-08-01,Africa,260.0,382.3122514752123,-122.31225147521229
2024-09-01,Africa,302.0,112.7440116134996,189.2559883865004
2024-10-01,Africa,342.0,199.58272929983812,142.41727070016188
2024-11-01,Africa,546.0,232.35141873087184,313.64858126912816
2024-12-01,Africa,439.0,441.7446115038029,-2.7446115038029006
2024-01-01,America_Central_E_Caribe,912.0,1296.823094318288,-384.823094318288
2024-02-01,America_Central_E_Caribe,843.0,1377.5651113333959,-534.5651113333959
2024-03-01,America_Central_E_Caribe,1302.0,1621.3642998282962,-319.3642998282962
2024-04-01,America_Central_E_Caribe,1082.0,1456.3911228837724,-374.39112288377237
2024-05-01,America_Central_E_Caribe,1155.0,1251.5949648828384,-96.59496488283844
2024-06-01,America_Central_E_Caribe,1293.0,1337.1392193251736,-44.1392193251736
2024-07-01,America_Central_E_Caribe,1038.0,1587.699340743026,-549.6993407430259
2024-08-01,America_Central_E_Caribe,1337.0,1591.9851029164445,-254.98510291644448
2024-09-01,America_Central_E_Caribe,2115.0,1584.8714528937014,530.1285471062986
2024-10-01,America_Central_E_Caribe,1590.0,1492.3939838406095,97.60601615939049
2024-11-01,America_Central_E_Caribe,2002.0,1670.1476133815406,331.8523866184594
2024-12-01,America_Central_E_Caribe,1908.0,1532.119787437349,375.88021256265097
2024-01-01,America_Do_Norte,17392.0,19601.387834081026,-2209.387834081026
2024-02-01,America_Do_Norte,23972.0,20521.557670254868,3450.442329745132
2024-03-01,America_Do_Norte,24138.0,20754.580768695432,3383.419231304568
2024-04-01,America_Do_Norte,13860.0,16594.685119459125,-2734.6851194591254
2024-05-01,America_Do_Norte,13905.0,14947.00680854671,-1042.00680854671
2024-06-01,America_Do_Norte,13955.0,16865.169315886593,-2910.169315886593
2024-07-01,America_Do_Norte,14335.0,17066.213293713205,-2731.2132937132046
2024-08-01,America_Do_Norte,14356.0,17143.970395834964,-2787.9703958349637
2024-09-01,America_Do_Norte,16133.0,14939.767044052202,1193.2329559477985
2024-10-01,America_Do_Norte,15468.0,15081.271787654967,386.72821234503317
2024-11-01,America_Do_Norte,23062.0,17045.34071768142,6016.659282318578
2024-12-01,America_Do_Norte,29679.0,22690.969688000332,6988.030311999668
2024-01-01,America_Do_Sul,113242.0,83958.43111394197,29283.568886058027
2024-02-01,America_Do_Sul,95566.0,77130.4948471449,18435.505152855098
2024-03-01,America_Do_Sul,88312.0,72750.15418542796,15561.845814572036
2024-04-01,America_Do_Sul,54861.0,53574.9549013475,1286.045098652503
2024-05-01,America_Do_Sul,45903.0,41324.40207129358,4578.597928706418
2024-06-01,America_Do_Sul,48792.0,37899.37589403332,10892.624105966679
2024-07-01,America_Do_Sul,62593.0,42636.99004828137,19956.00995171863
2024-08-01,America_Do_Sul,48059.0,35086.54172455182,12972.458275448182
2024-09-01,America_Do_Sul,71341.0,36639.997494921416,34701.002505078584
2024-10-01,America_Do_Sul,81603.0,39364.59294204144,42238.40705795856
2024-11-01,America_Do_Sul,78739.0,41599.1385154374,37139.8614845626
2024-12-01,America_Do_Sul,99840.0,54644.26825070837,45195.73174929163
2024-01-01,Asia,1612.0,2589.466357183124,-977.4663571831238
2024-02-01,Asia,4161.0,3551.0083660334603,609.9916339665397
2024-03-01,Asia,2498.0,2816.5536082424824,-318.55360824248237
2024-04-01,Asia,2476.0,2194.013785355886,281.98621464411417
2024-05-01,Asia,2613.0,2097.4129129497205,515.5870870502795
2024-06-01,Asia,1957.0,2463.2448024466726,-506.24480244667257
2024-07-01,Asia,2072.0,2500.327047929325,-428.3270479293251
2024-08-01,Asia,2162.0,2788.7343675743437,-626.7343675743437
2024-09-01,Asia,2845.0,2327.9577496703323,517.0422503296677
2024-10-01,Asia,2604.0,2198.6511961060055,405.3488038939945
2024-11-01,Asia,5250.0,2430.192699771606,2819.807300228394
2024-12-01,Asia,2651.0,2627.875731664536,23.124268335463967
2024-01-01,Europa,28460.0,26624.68409420985,1835.3159057901503
2024-02-01,Europa,43208.0,34206.75831961664,9001.241680383362
2024-03-01,Europa,39531.0,32603.26857193715,6927.731428062849
2024-04-01,Europa,28563.0,25155.749572861212,3407.250427138788
2024-05-01,Europa,19597.0,14266.000073568299,5330.999926431701
2024-06-01,Europa,15600.0,14888.347539076145,711.652460923855
2024-07-01,Europa,27062.0,20822.7006330619,6239.299366938099
2024-08-01,Europa,24719.0,21464.39016493118,3254.609835068819
2024-09-01,Europa,22025.0,16162.996052136701,5862.003947863299
2024-10-01,Europa,28376.0,21827.545668835126,6548.454331164874
2024-11-01,Europa,34420.0,24858.406019181508,9561.593980818492
2024-12-01,Europa,39981.0,31984.372098823565,7996.6279011764345
2024-01-01,Oceania,1677.0,-1045134.9671567979,1046811.9671567979
2024-02-01,Oceania,2109.0,-1055790.5588424269,1057899.5588424269
2024-03-01,Oceania,1565.0,-1059401.8183482662,1060966.8183482662
2024-04-01,Oceania,928.0,-1070018.3340370476,1070946.3340370476
2024-05-01,Oceania,546.0,-1073773.1676047535,1074319.1676047535
2024-06-01,Oceania,580.0,-1086429.230391136,1087009.230391136
2024-07-01,Oceania,730.0,-1088722.6209684259,1089452.6209684259
2024-08-01,Oceania,611.0,-1101310.594191635,1101921.594191635
2024-09-01,Oceania,1242.0,-1103671.0618387845,1104913.0618387845
2024-10-01,Oceania,1002.0,-1116192.9638595243,1117194.9638595243
2024-11-01,Oceania,1129.0,-1118618.5033110483,1119747.5033110483
2024-12-01,Oceania,1623.0,-1131076.3264968037,1132699.3264968037
